iter	Logloss
183	0.3682829913
184	0.3679036381
185	0.3673635025
186	0.3670624782
187	0.366743084
188	0.3663473563
189	0.3660420094
190	0.3656152574
191	0.3653030589
192	0.364805279
193	0.3645188059
194	0.3641509875
195	0.3637491878
196	0.3633305547
197	0.36310332
198	0.3627642164
199	0.362583553
200	0.3622986548
201	0.3619394247
202	0.3615160897
203	0.3611672049
204	0.3607144828
205	0.3604997441
206	0.3602495747
207	0.3597970591
208	0.3594733891
209	0.3592174976
210	0.3590288478
211	0.3588872289
212	0.3585298559
213	0.3582350764
214	0.3578671129
215	0.3575950957
216	0.3572443932
217	0.3569084107
218	0.3566509708
219	0.3563238895
220	0.356199697
221	0.3558167103
222	0.3555448503
223	0.3552856564
224	0.3549667275
225	0.3547155663
226	0.3545332344
227	0.354320254
228	0.3539324094
229	0.3537755847
230	0.3534697823
231	0.3531761901
232	0.3529661718
233	0.3527553382
234	0.3526263782
235	0.352309627
236	0.3521669738
237	0.3520081373
238	0.3518196189
239	0.351626564
240	0.3513398624
241	0.35105948
242	0.350799281
243	0.350635699
244	0.3506016886
245	0.3503166055
246	0.3500152364
247	0.3497734312
248	0.3495102938
249	0.349305714
250	0.3491039696
251	0.3490734863
252	0.348759672
253	0.348609346
254	0.3484413966
255	0.348171054
256	0.3480258865
257	0.3478929328
258	0.3476646745
259	0.3475368091
260	0.3472710642
261	0.3468822726
262	0.346579137
263	0.3464377015
264	0.3462538382
265	0.346089397
266	0.3458252405
267	0.3456375157
268	0.3454672586
269	0.3452193565
270	0.3450797149
271	0.3448823525
272	0.3446797693
273	0.3444210464
274	0.3443261384
275	0.3443033804
276	0.3440943786
277	0.3438780227
278	0.3437213578
279	0.3435327136
280	0.3432437503
281	0.3431860317
282	0.3428180274
283	0.3425687259
284	0.342365729
285	0.3421234318
286	0.3418321809
287	0.3415877179
288	0.3414705121
289	0.3411419443
290	0.3409653271
291	0.3408187227
292	0.3406031472
293	0.3404553717
294	0.3403102262
295	0.3400670665
296	0.3399572111
297	0.3396948604
298	0.3394275565
299	0.3393232688
300	0.3391578665
301	0.3389868769
302	0.3388368949
303	0.338672684
304	0.3384014724
305	0.3382280645
306	0.3381306997
307	0.3379816056
308	0.3378334855
309	0.3375290788
310	0.3372398257
311	0.337171787
312	0.3369208882
313	0.3367798559
314	0.3365585308
315	0.3364469722
316	0.3363122508
317	0.3359581593
318	0.3358634446
319	0.3357225083
320	0.3354695975
321	0.3352385201
322	0.3349881297
323	0.3348675829
324	0.3347662315
325	0.3346372016
326	0.334478511
327	0.3342842814
328	0.3341048711
329	0.3339386211
330	0.3338314618
331	0.3337310669
332	0.333617195
333	0.3335363877
334	0.333500652
335	0.3334139386
336	0.3331985188
337	0.3330406779
338	0.3329659023
339	0.3328670745
340	0.332811897
341	0.3327186803
342	0.3326367058
343	0.3325081727
344	0.3323393458
345	0.3321954248
346	0.332043819
347	0.3318904101
348	0.331810308
349	0.3317264264
350	0.3315335104
351	0.3314521593
352	0.3313556925
353	0.3310255886
354	0.3309367319
355	0.3307590304
356	0.3306242568
357	0.3304280082
358	0.3302859257
359	0.3301469981
360	0.3300861254
361	0.3299967753
362	0.3298808651
363	0.3297231865
364	0.3295406508
365	0.3293862485
366	0.3292909456
367	0.3292103967
368	0.3291229066
369	0.3290153844
370	0.3289107198
371	0.328758113
372	0.328592674
373	0.3285434748
374	0.3284693411
375	0.3283270597
376	0.3282086116
377	0.3280603561
378	0.3278779796
379	0.3276954203
380	0.3276061046
381	0.3274876655
382	0.3274487464
383	0.3273716642
384	0.3271836981
385	0.3270244688
386	0.3268849934
387	0.3265932926
388	0.3263846432
389	0.3262901074
390	0.3261177107
391	0.3259091684
392	0.3257715192
393	0.325621172
394	0.325582939
395	0.325419558
396	0.3253518632
397	0.3252774601
398	0.325186012
399	0.3250647209
400	0.3250201861
401	0.3249843188
402	0.3248378394
403	0.3247504425
404	0.324586502
405	0.3243820825
406	0.3243714597
407	0.3241889006
408	0.3240968515
409	0.3240600931
410	0.3239547075
411	0.3238469035
412	0.3238048227
413	0.3236025132
414	0.323526141
415	0.323274628
416	0.3231813935
417	0.3230996606
418	0.3230103297
419	0.3229222201
420	0.3227778101
421	0.3227078636
422	0.3226277834
423	0.3224709115
424	0.322361687
425	0.3222773341
426	0.3221657525
427	0.3220372286
428	0.3219871457
429	0.3218589327
430	0.3216741812
431	0.3215383533
432	0.3213477388
433	0.3212998346
434	0.3211624963
435	0.3211084603
436	0.3208836365
437	0.3207533081
438	0.3206385512
439	0.3204907182
440	0.3204095261
441	0.3203342808
442	0.3200799134
443	0.3200068008
444	0.3199076482
445	0.3197318705
446	0.3195122244
447	0.319377837
448	0.3192663361
449	0.3191261238
450	0.3190385742
451	0.3188295468
452	0.3187075902
453	0.3186478482
454	0.3185660424
455	0.3184422629
456	0.3183291662
457	0.3182719779
458	0.3181503115
459	0.3179827711
460	0.317823018
461	0.3177317849
462	0.3176814559
463	0.3176410506
464	0.3174839721
465	0.317383872
466	0.3172432636
467	0.317126674
468	0.3169753594
469	0.3168581131
470	0.3166807249
471	0.3165739517
472	0.3162952838
473	0.3161541165
474	0.3158862097
475	0.3158050999
476	0.3155419004
477	0.3154326068
478	0.3153605585
479	0.3153103406
480	0.3152547009
481	0.3152055466
482	0.315177238
483	0.3151275644
484	0.315066591
485	0.3150009564
486	0.3149715209
487	0.314932738
488	0.3149228603
489	0.3148373372
490	0.3146566057
491	0.3146069968
492	0.3145332511
493	0.3144137755
494	0.3142877715
495	0.3141694979
496	0.3139490543
497	0.3138812878
498	0.3137503354
499	0.3134777448
500	0.3134449352
501	0.3133947535
502	0.3132611733
503	0.3131878457
504	0.3129903129
505	0.312911221
506	0.3128103075
507	0.3127420283
508	0.3126861852
509	0.312507258
510	0.3122415814
511	0.3120296484
512	0.3119853909
513	0.3119091816
514	0.3118717733
515	0.3116986326
516	0.3116075032
517	0.311478113
518	0.3114463244
519	0.3113169941
520	0.3111796618
521	0.3110564268
522	0.3109065308
523	0.3107456233
524	0.310609732
525	0.3105413728
526	0.3104348993
527	0.3103949235
528	0.3102465625
529	0.3101850149
530	0.310025841
531	0.309944286
532	0.3099006091
533	0.309817681
534	0.3097597105
535	0.3096921351
536	0.3096005636
537	0.3094623015
538	0.3093903093
539	0.3092266505
540	0.309195353
541	0.3091428856
542	0.3090872526
543	0.3088732139
544	0.3088285564
545	0.3086800251
546	0.3085175668
547	0.3083270418
548	0.308235505
549	0.3081462082
550	0.3080322855
551	0.3077143578
552	0.3076564101
553	0.3076250637
554	0.3075260109
555	0.3074633868
556	0.3074026158
557	0.3073080929
558	0.3072721511
559	0.3071888146
560	0.3071537097
561	0.3070497286
562	0.306917583
563	0.3068566379
564	0.3067876174
565	0.3067235026
566	0.3066312794
567	0.3065587155
568	0.3065476578
569	0.3064585299
570	0.306314321
571	0.3062574847
572	0.3058800871
573	0.305770176
574	0.3057295124
575	0.3056165606
576	0.3055628326
577	0.3054508101
578	0.3054092028
579	0.305328499
580	0.3051872374
581	0.3051201272
582	0.3050532812
583	0.3049814995
584	0.3049016779
585	0.3048346877
586	0.3047110357
587	0.3046028023
588	0.3044488476
589	0.3043468906
590	0.3042581806
591	0.3041753715
592	0.3041188931
593	0.3039907033
594	0.3039241454
595	0.3036796468
596	0.3035402868
597	0.3034996216
598	0.3032310693
599	0.3031605972
600	0.3030716522
601	0.3028186395
602	0.3026757665
603	0.3025996578
604	0.302461073
605	0.3024298959
606	0.3022201709
607	0.3020788648
608	0.3020302868
609	0.3019019948
610	0.3018659005
611	0.3017138514
612	0.3016039534
613	0.3015712321
614	0.3014783138
615	0.3013417902
616	0.3010655737
617	0.3007653364
618	0.3007030829
619	0.3003999404
620	0.3003691464
621	0.3003163224
622	0.3002892053
623	0.3001279754
624	0.3000633658
625	0.2999660439
626	0.2997597159
627	0.2996253773
628	0.2995171762
629	0.299407215
630	0.2992946329
631	0.2992337864
632	0.2991771823
633	0.2991176173
634	0.2990710883
635	0.2990079512
636	0.2989709599
637	0.2988148316
638	0.2986659684
639	0.2984835492
640	0.2984289693
641	0.2984053342
642	0.2982624354
643	0.2982391273
644	0.2981856555
645	0.2981265249
646	0.2980413325
647	0.2979611194
648	0.2978281433
649	0.2976994661
650	0.2975942624
651	0.297535761
652	0.2972919263
653	0.2972558768
654	0.2970764929
655	0.2970050466
656	0.2968794471
657	0.2968041427
658	0.2966775092
659	0.2964033493
660	0.2963137667
661	0.2962837405
662	0.2962629935
663	0.2961295459
664	0.2960598176
665	0.2958954175
666	0.295737903
667	0.2956698948
668	0.2955230191
669	0.2952735849
670	0.2951972477
671	0.2951266861
672	0.2949962613
673	0.2948777504
674	0.2947415964
675	0.2946129195
676	0.2945374952
677	0.2944419065
678	0.2942896162
679	0.2941557759
680	0.2940317156
681	0.2938380654
682	0.2938096634
683	0.2937750908
684	0.2937553966
685	0.2936209712
686	0.2935597518
687	0.2935180126
688	0.2934606027
689	0.2934145817
690	0.2932045097
691	0.2931097731
692	0.2929897803
693	0.2929173832
694	0.2927378622
695	0.2926446649
696	0.2925317292
697	0.2925101325
698	0.2923132295
699	0.2922231229
700	0.2920564715
701	0.29194702
702	0.2918982699
703	0.2917973397
704	0.2916675785
705	0.291609857
706	0.2915028287
707	0.2914734463
708	0.2914044363
709	0.2913431108
710	0.2913068758
711	0.2912364039
712	0.2911205701
713	0.2910713465
714	0.2909599929
715	0.2908425728
716	0.290735534
717	0.2905911831
718	0.2904104636
719	0.2902378261
720	0.2901374041
721	0.2900678123
722	0.2899695362
723	0.2898387111
724	0.2897615758
725	0.2897125135
726	0.2896127642
727	0.2894983824
728	0.2893146872
729	0.2891257506
730	0.2890252177
731	0.2889519319
732	0.2888912729
733	0.2887831971
734	0.2885686802
735	0.2884917303
736	0.2884102146
737	0.2883499812
738	0.2882923539
739	0.2881983646
740	0.2881759143
741	0.288102856
742	0.288001557
743	0.2879570895
744	0.2878664248
745	0.2877993887
746	0.2876779549
747	0.2876251436
748	0.2874909712
749	0.2874265337
750	0.2873060113
751	0.2872228605
752	0.2870915816
753	0.2869660211
754	0.2867433481
755	0.2865706046
756	0.2864631824
757	0.2863656789
758	0.2863261156
759	0.2862581121
760	0.2862072707
761	0.2859408112
762	0.2858375454
763	0.2858137885
764	0.285788155
765	0.2855460774
766	0.2854785766
767	0.2851805495
768	0.2851173888
769	0.2849310233
770	0.2848510913
771	0.2847870217
772	0.2846302998
773	0.2844164255
774	0.2843244661
775	0.2842112215
776	0.28408645
777	0.2839962997
778	0.2839478181
779	0.2838158778
780	0.2836862096
781	0.2835766671
782	0.2834961787
783	0.2834470377
784	0.2834041066
785	0.2833051536
786	0.2832132068
787	0.2831500584
788	0.2830965737
789	0.283030068
790	0.2829622781
791	0.2828517022
792	0.2826687346
793	0.2825999619
794	0.2823580065
795	0.282119016
796	0.28199024
797	0.2818948599
798	0.281858531
799	0.2815391108
800	0.2814772658
801	0.2814191381
802	0.2812033942
803	0.2811417217
804	0.2810527479
805	0.2807901242
806	0.28074534
807	0.2806735703
808	0.2806366559
809	0.2805842039
810	0.2805283675
811	0.2803862969
812	0.2802910479
813	0.2802110064
814	0.2799897681
815	0.2799351695
816	0.2797906263
817	0.2796804541
818	0.2794544035
819	0.2793616538
820	0.2792070757
821	0.279121932
822	0.2790300177
823	0.2789500864
824	0.2789121593
825	0.2788153812
826	0.278756032
827	0.2786901026
828	0.2786362086
829	0.2785187733
830	0.2783593835
831	0.2783279739
832	0.2782499405
833	0.2780543708
834	0.2780078589
835	0.2779034564
836	0.2778277838
837	0.2777578242
838	0.2776897707
839	0.2775966208
840	0.2774901233
841	0.2774597492
842	0.2773846654
843	0.2771696957
844	0.277031519
845	0.2769382412
846	0.2768771546
847	0.2767767898
848	0.2767332008
849	0.2766290629
850	0.2765674453
851	0.2764873079
852	0.2763256676
853	0.2760532103
854	0.2760042048
855	0.2758623515
856	0.2757201207
857	0.2756633347
858	0.2756382203
859	0.2755963197
860	0.2754598537
861	0.275403879
862	0.27538313
863	0.2750744418
864	0.2749437955
865	0.2748624376
866	0.2747545221
867	0.2745016742
868	0.2744384812
869	0.2743334142
870	0.2742824638
871	0.2742275269
872	0.2740404626
873	0.2740192896
874	0.2737772713
875	0.2737451426
876	0.273694482
877	0.273458734
878	0.2732807861
879	0.2731335992
880	0.2730523852
881	0.2729994743
882	0.2729974828
883	0.2727757678
884	0.2726078697
885	0.2724999776
886	0.2724275851
887	0.272263281
888	0.2722138143
889	0.27214904
890	0.2720967502
891	0.2718714838
892	0.2718204452
893	0.2717207598
894	0.2716681456
895	0.2715609231
896	0.2714824242
897	0.2713211844
898	0.2712587572
899	0.2711994446
900	0.2711335821
901	0.2710037282
902	0.2708093973
903	0.2707620909
904	0.2706314812
905	0.2705528997
906	0.270505397
907	0.2704501518
908	0.2704051534
909	0.2703655965
910	0.2702693566
911	0.2701832143
912	0.2700735134
913	0.270029408
914	0.2699267132
915	0.2698673281
916	0.2698262704
917	0.2696823402
918	0.2696125885
919	0.2695206386
920	0.2694592242
921	0.2694175893
922	0.2693804738
923	0.2693344163
924	0.2693042333
925	0.2692651685
926	0.2691408335
927	0.2690856242
928	0.2690368692
929	0.2689813239
930	0.2687236272
931	0.26863056
932	0.2683627268
933	0.2683046946
934	0.2682213033
935	0.2681735706
936	0.2681041505
937	0.2679802221
938	0.2679502263
939	0.2679035659
940	0.2678543695
941	0.2677346947
942	0.2676979585
943	0.2676662916
944	0.2676208102
945	0.2675656945
946	0.2675190332
947	0.2672182203
948	0.267178951
949	0.2671167019
950	0.2670775275
951	0.266973358
952	0.2669201192
953	0.2668751636
954	0.2668344519
955	0.266702165
956	0.2666336423
957	0.2665197008
958	0.2663398014
959	0.2660692125
960	0.2660277454
961	0.265985606
962	0.2659174638
963	0.2657831267
964	0.2657112147
965	0.2656542444
966	0.2656038703
967	0.2653861816
968	0.2653282093
969	0.2652668604
970	0.2652194975
971	0.2651024995
972	0.2650334906
973	0.2649146407
974	0.264857599
975	0.2647796063
976	0.2645320505
977	0.2645006624
978	0.2643892938
979	0.2643307088
980	0.2643027775
981	0.264238554
982	0.264041868
983	0.2639389511
984	0.2638853142
985	0.263797737
986	0.2637335943
987	0.2634593877
988	0.2633356143
989	0.2632557085
990	0.2632163552
991	0.2629264326
992	0.2628835087
993	0.2628202073
994	0.2626948438
995	0.2625975724
996	0.2625045833
997	0.2624634255
998	0.2623681262
999	0.2622668651
